team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2022,VAN,VAN,Team Level,5on5,51,0.46,0.48,0.48,151894.0,1147.75,98.88,78.63,275.7,38.32,646.08,472.39,95.27,98.64,95.01,1207.0,403.0,544.0,2154.0,114.0,112.0,22.0,284.0,49.0,469.0,582.0,1093.0,1496.0,161.0,402.0,1097.0,1167.0,291.0,309.0,1206.0,314.0,90.0,34.7,38.75,25.43,42.0,49.0,23.0,2133.69,1610.0,1595.24,192.0,16.24,23.06,23.16,91.97,91.62,90.25,1284.96,117.67,88.37,305.23,42.57,705.41,519.75,112.96,119.34,114.57,1284.0,495.0,569.0,2348.0,132.0,125.0,18.0,269.0,57.0,586.0,610.0,1152.0,1647.0,184.0,443.0,1174.0,899.0,271.0,323.0,1293.0,360.0,126.0,39.3,44.69,33.69,61.0,43.0,28.0,2397.07,1779.0,1813.86,197.0,18.37,25.16,25.23,110.83,112.53,110.37
VAN,2022,VAN,VAN,Team Level,4on5,51,0.09,0.09,0.11,12489.0,25.89,2.91,1.43,3.79,0.76,7.76,16.36,2.86,2.91,2.86,30.0,3.0,4.0,37.0,2.0,1.0,0.0,2.0,0.0,2.0,26.0,28.0,31.0,7.0,14.0,105.0,37.0,25.0,13.0,22.0,5.0,6.0,0.85,0.7,1.36,1.0,0.0,1.0,37.0,33.0,33.0,12.0,0.32,0.21,0.21,3.02,3.02,2.98,198.72,28.33,18.4,40.47,6.71,117.79,62.29,26.78,28.33,26.78,192.0,82.0,82.0,356.0,40.0,24.0,7.0,29.0,9.0,91.0,81.0,152.0,234.0,10.0,20.0,135.0,9.0,9.0,28.0,162.0,78.0,34.0,4.72,9.19,14.42,7.0,11.0,22.0,356.0,274.0,274.0,2.0,4.81,5.92,5.92,27.22,27.22,26.04
VAN,2022,VAN,VAN,Team Level,5on4,51,0.87,0.88,0.86,15822.0,251.71,30.68,23.02,52.57,8.57,161.15,84.0,29.12,30.68,29.12,239.0,121.0,119.0,479.0,36.0,27.0,2.0,43.0,11.0,134.0,109.0,203.0,324.0,9.0,18.0,172.0,11.0,12.0,32.0,252.0,72.0,36.0,5.51,8.55,16.62,2.0,15.0,19.0,479.0,360.0,360.0,1.0,5.97,5.59,5.49,31.16,31.16,29.9,44.25,4.77,2.32,5.88,1.29,13.37,30.37,4.75,4.77,4.75,48.0,10.0,7.0,65.0,7.0,0.0,0.0,2.0,0.0,8.0,41.0,41.0,51.0,3.0,6.0,101.0,37.0,32.0,20.0,34.0,18.0,6.0,0.91,2.26,1.61,1.0,3.0,3.0,65.0,58.0,58.0,18.0,0.55,0.0,0.0,5.32,5.32,5.29
DET,2022,DET,DET,Team Level,other,49,0.61,0.53,0.52,7487.0,111.67,24.79,8.27,20.77,3.75,56.1,35.32,23.42,24.79,23.42,110.0,39.0,47.0,196.0,25.0,14.0,3.0,20.0,3.0,46.0,41.0,85.0,124.0,5.0,10.0,87.0,21.0,12.0,12.0,83.0,32.0,34.0,3.35,3.57,17.87,5.0,3.0,17.0,196.0,149.0,149.0,6.0,2.44,4.26,4.26,22.97,22.97,22.39,95.5,16.13,8.21,17.73,3.37,57.69,31.86,14.96,16.13,14.96,96.0,39.0,40.0,175.0,18.0,5.0,0.0,15.0,3.0,55.0,39.0,78.0,117.0,4.0,8.0,94.0,27.0,9.0,15.0,83.0,29.0,23.0,3.15,3.53,9.45,5.0,4.0,9.0,175.0,135.0,135.0,6.0,2.41,1.05,1.05,17.49,17.49,16.16
DET,2022,DET,DET,Team Level,all,49,0.49,0.48,0.49,179082.0,1440.04,143.59,99.7,335.0,47.61,802.32,568.77,136.73,143.25,136.44,1453.0,544.0,668.0,2665.0,146.0,134.0,17.0,309.0,33.0,661.0,714.0,1307.0,1851.0,167.0,345.0,1322.0,1157.0,248.0,337.0,1490.0,354.0,153.0,42.96,42.44,58.2,53.0,43.0,50.0,2641.67,1997.0,1984.95,171.0,22.44,32.39,32.4,133.63,133.37,130.44,1497.89,146.97,105.41,347.3,50.13,841.06,596.13,137.1,148.11,138.19,1498.0,589.0,761.0,2848.0,162.0,140.0,27.0,292.0,39.0,746.0,708.0,1336.0,1925.0,192.0,394.0,1390.0,1007.0,240.0,403.0,1552.0,382.0,153.0,46.56,46.38,54.03,69.0,48.0,45.0,2884.1,2087.0,2109.41,206.0,23.57,28.23,28.29,142.24,142.99,135.49
DET,2022,DET,DET,Team Level,5on5,49,0.47,0.47,0.47,143627.0,1046.39,86.28,68.66,256.49,34.59,585.9,430.08,82.52,85.93,82.24,1060.0,402.0,513.0,1975.0,91.0,96.0,8.0,234.0,25.0,475.0,541.0,969.0,1371.0,146.0,303.0,969.0,1061.0,204.0,282.0,1125.0,253.0,84.0,31.56,30.85,23.87,45.0,32.0,14.0,1951.67,1462.0,1449.95,152.0,14.15,21.17,21.32,79.12,78.86,77.6,1166.69,98.33,78.39,283.48,39.12,653.15,476.53,94.23,99.48,95.32,1164.0,465.0,627.0,2256.0,105.0,115.0,20.0,241.0,32.0,578.0,558.0,1059.0,1524.0,166.0,344.0,1031.0,930.0,206.0,346.0,1244.0,296.0,89.0,37.12,35.89,25.33,50.0,38.0,17.0,2292.1,1629.0,1651.42,180.0,16.2,22.03,22.09,92.45,93.21,91.33
DET,2022,DET,DET,Team Level,4on5,49,0.09,0.12,0.14,12274.0,33.38,2.8,1.71,5.07,1.08,11.1,24.25,2.79,2.8,2.79,38.0,8.0,3.0,49.0,2.0,0.0,0.0,4.0,0.0,11.0,29.0,36.0,44.0,6.0,12.0,102.0,56.0,23.0,12.0,34.0,9.0,3.0,0.99,1.03,0.78,0.0,2.0,0.0,49.0,46.0,46.0,11.0,0.39,0.0,0.0,3.2,3.2,3.19,199.26,30.06,17.22,40.58,6.53,118.61,61.0,25.49,30.06,25.49,194.0,80.0,87.0,361.0,33.0,20.0,7.0,33.0,4.0,108.0,76.0,161.0,241.0,15.0,28.0,123.0,16.0,3.0,22.0,183.0,52.0,39.0,5.07,6.35,18.63,9.0,5.0,19.0,361.0,274.0,274.0,0.0,4.58,5.15,5.15,29.48,29.48,25.19
DET,2022,DET,DET,Team Level,5on4,49,0.92,0.89,0.87,15694.0,248.61,29.72,21.07,52.68,8.18,149.22,79.13,27.99,29.72,27.99,245.0,95.0,105.0,445.0,28.0,24.0,6.0,51.0,5.0,129.0,103.0,217.0,312.0,10.0,20.0,164.0,19.0,9.0,31.0,248.0,60.0,32.0,7.05,6.97,15.69,3.0,6.0,19.0,445.0,340.0,340.0,2.0,5.45,6.96,6.83,28.35,28.35,27.27,36.43,2.44,1.59,5.51,1.1,11.61,26.73,2.43,2.44,2.43,44.0,5.0,7.0,56.0,6.0,0.0,0.0,3.0,0.0,5.0,35.0,38.0,43.0,7.0,14.0,142.0,34.0,22.0,20.0,42.0,5.0,2.0,1.22,0.6,0.62,5.0,1.0,0.0,56.0,49.0,49.0,20.0,0.37,0.0,0.0,2.81,2.81,2.8
SJS,2022,SJS,SJS,Team Level,other,52,0.48,0.47,0.46,6706.0,97.72,22.41,6.95,16.16,3.34,52.25,32.89,19.51,22.41,19.51,96.0,38.0,49.0,183.0,18.0,8.0,0.0,20.0,1.0,45.0,42.0,78.0,116.0,6.0,12.0,77.0,27.0,18.0,10.0,69.0,33.0,32.0,2.82,4.04,15.55,2.0,5.0,11.0,183.0,134.0,134.0,1.0,2.01,2.75,2.75,21.67,21.67,19.39,112.53,24.71,8.24,19.78,4.05,57.95,40.27,22.89,24.71,22.89,112.0,43.0,49.0,204.0,29.0,14.0,3.0,14.0,5.0,46.0,47.0,83.0,126.0,6.0,12.0,85.0,20.0,23.0,12.0,89.0,33.0,33.0,3.64,4.0,17.07,7.0,7.0,15.0,204.0,155.0,155.0,5.0,2.37,4.57,4.57,22.52,22.52,21.93
SJS,2022,SJS,SJS,Team Level,all,52,0.5,0.48,0.48,189800.0,1542.37,167.79,112.47,349.96,51.63,851.98,601.16,158.88,168.21,159.26,1529.0,606.0,764.0,2899.0,160.0,162.0,26.0,323.0,44.0,651.0,795.0,1369.0,1975.0,177.0,423.0,1531.0,1213.0,466.0,406.0,1480.0,464.0,191.0,46.24,57.55,64.0,51.0,58.0,51.0,2884.91,2135.0,2128.27,195.0,24.89,37.11,37.11,155.58,155.61,150.53,1647.26,165.67,118.75,375.26,55.5,920.73,661.09,157.75,166.68,158.71,1623.0,674.0,842.0,3139.0,194.0,156.0,28.0,413.0,60.0,693.0,782.0,1429.0,2103.0,161.0,381.0,1543.0,1131.0,475.0,429.0,1662.0,467.0,168.0,51.81,56.35,57.5,68.0,76.0,50.0,3162.17,2297.0,2313.66,205.0,26.3,35.2,35.2,156.76,157.56,153.81
SJS,2022,SJS,SJS,Team Level,5on5,52,0.52,0.49,0.49,154306.0,1225.86,118.54,86.18,291.36,41.25,675.45,489.23,114.07,118.96,114.45,1207.0,495.0,617.0,2319.0,116.0,125.0,20.0,265.0,37.0,514.0,645.0,1091.0,1586.0,160.0,389.0,1205.0,1149.0,387.0,356.0,1210.0,364.0,128.0,38.13,45.08,35.33,45.0,47.0,24.0,2304.91,1702.0,1695.27,181.0,17.89,26.34,26.34,110.09,110.11,108.11,1267.91,111.56,86.52,301.42,42.62,707.33,521.55,107.57,112.58,108.53,1269.0,502.0,658.0,2429.0,134.0,114.0,19.0,339.0,46.0,535.0,604.0,1135.0,1637.0,144.0,347.0,1212.0,1054.0,399.0,351.0,1323.0,342.0,106.0,40.74,41.31,29.5,54.0,57.0,23.0,2452.17,1771.0,1787.66,183.0,17.88,23.82,23.82,105.63,106.42,104.7
SJS,2022,SJS,SJS,Team Level,4on5,52,0.07,0.08,0.09,15450.0,25.55,1.84,1.01,3.4,0.7,7.3,18.76,1.84,1.84,1.84,29.0,4.0,7.0,40.0,1.0,0.0,0.0,8.0,1.0,2.0,21.0,28.0,32.0,5.0,10.0,113.0,27.0,46.0,14.0,26.0,5.0,2.0,0.56,0.6,0.68,0.0,0.0,1.0,40.0,33.0,33.0,11.0,0.25,0.0,0.0,2.08,2.08,2.08,231.63,26.2,22.27,49.1,7.77,144.14,73.52,24.12,26.2,24.12,208.0,115.0,127.0,450.0,25.0,27.0,5.0,53.0,7.0,108.0,103.0,183.0,298.0,8.0,16.0,152.0,19.0,14.0,50.0,216.0,81.0,26.0,6.34,9.75,10.12,6.0,8.0,11.0,450.0,323.0,323.0,3.0,5.65,6.67,6.67,25.19,25.19,23.77
SJS,2022,SJS,SJS,Team Level,5on4,52,0.89,0.86,0.85,13338.0,193.23,25.02,18.33,39.04,6.33,116.98,60.3,23.47,25.02,23.47,197.0,69.0,91.0,357.0,25.0,29.0,6.0,30.0,5.0,90.0,87.0,172.0,241.0,6.0,12.0,136.0,10.0,15.0,26.0,175.0,62.0,29.0,4.74,7.83,12.45,4.0,6.0,15.0,357.0,266.0,266.0,2.0,4.74,8.01,8.01,21.75,21.75,20.96,35.19,3.19,1.73,4.97,1.06,11.31,25.75,3.17,3.19,3.17,34.0,14.0,8.0,56.0,6.0,1.0,1.0,7.0,2.0,4.0,28.0,28.0,42.0,3.0,6.0,94.0,38.0,39.0,16.0,34.0,11.0,3.0,1.08,1.29,0.82,1.0,4.0,1.0,56.0,48.0,48.0,14.0,0.39,0.15,0.15,3.43,3.43,3.42
CAR,2022,CAR,CAR,Team Level,other,51,0.51,0.55,0.55,5925.0,106.34,22.88,7.48,19.25,3.45,56.36,36.58,21.22,22.88,21.22,101.0,45.0,46.0,192.0,23.0,5.0,2.0,15.0,2.0,58.0,43.0,78.0,123.0,5.0,10.0,82.0,20.0,16.0,16.0,71.0,46.0,29.0,2.76,6.03,14.09,6.0,7.0,10.0,192.0,146.0,146.0,8.0,2.16,1.42,1.42,23.62,23.62,22.18,89.02,21.58,6.44,15.44,2.8,43.52,28.22,19.41,21.58,19.41,91.0,27.0,36.0,154.0,21.0,11.0,2.0,10.0,5.0,33.0,38.0,70.0,97.0,7.0,14.0,78.0,23.0,21.0,13.0,55.0,34.0,29.0,2.43,4.21,14.94,2.0,9.0,10.0,154.0,118.0,118.0,3.0,1.88,5.13,5.13,18.34,18.34,17.94
CAR,2022,CAR,CAR,Team Level,all,51,0.58,0.59,0.59,186945.0,1861.03,185.9,133.81,450.07,63.59,1037.82,735.81,175.67,188.57,178.21,1786.0,821.0,850.0,3457.0,170.0,223.0,31.0,405.0,60.0,964.0,785.0,1616.0,2437.0,197.0,404.0,1661.0,895.0,465.0,419.0,1902.0,502.0,203.0,53.54,61.42,70.94,66.0,55.0,49.0,3536.33,2607.0,2655.98,182.0,29.88,43.67,43.68,172.1,174.4,168.18,1330.58,135.56,94.29,299.14,43.42,720.16,534.42,127.57,134.24,126.3,1347.0,480.0,547.0,2374.0,134.0,120.0,13.0,251.0,38.0,594.0,690.0,1213.0,1693.0,189.0,389.0,1459.0,1198.0,378.0,426.0,1288.0,402.0,137.0,36.7,48.72,50.14,45.0,56.0,33.0,2328.06,1827.0,1799.53,215.0,21.18,28.23,28.27,128.48,127.23,123.88
CAR,2022,CAR,CAR,Team Level,5on5,51,0.6,0.6,0.59,147923.0,1411.22,123.21,97.19,358.51,48.76,787.13,569.21,117.23,125.88,119.76,1360.0,624.0,684.0,2668.0,108.0,183.0,24.0,333.0,47.0,719.0,594.0,1252.0,1876.0,171.0,352.0,1264.0,819.0,374.0,327.0,1491.0,368.0,125.0,41.99,45.06,36.16,49.0,37.0,22.0,2747.33,1984.0,2032.98,151.0,20.16,34.73,34.42,108.95,111.25,108.55,990.19,82.5,66.09,234.81,32.14,538.38,408.1,79.96,81.16,78.69,988.0,374.0,435.0,1797.0,80.0,79.0,3.0,204.0,27.0,452.0,520.0,908.0,1282.0,160.0,331.0,1110.0,1095.0,290.0,353.0,1003.0,287.0,72.0,28.25,34.98,19.26,38.0,35.0,7.0,1751.06,1362.0,1334.53,198.0,13.7,15.48,15.66,80.52,79.28,78.07
CAR,2022,CAR,CAR,Team Level,4on5,51,0.15,0.19,0.21,16488.0,54.26,4.95,2.95,7.88,1.72,17.9,38.61,4.93,4.95,4.93,57.0,17.0,8.0,82.0,8.0,0.0,0.0,12.0,1.0,15.0,38.0,49.0,66.0,5.0,10.0,142.0,37.0,62.0,22.0,49.0,20.0,5.0,1.18,2.45,1.32,3.0,3.0,2.0,82.0,74.0,74.0,19.0,0.68,0.0,0.0,5.63,5.63,5.61,206.32,27.3,19.4,42.61,7.04,123.41,66.24,24.08,27.3,24.08,217.0,69.0,69.0,355.0,29.0,28.0,7.0,31.0,3.0,101.0,94.0,188.0,257.0,10.0,20.0,146.0,23.0,23.0,47.0,186.0,69.0,31.0,4.66,8.11,14.53,5.0,9.0,15.0,355.0,286.0,286.0,2.0,5.08,7.01,6.87,25.52,25.52,23.79
CAR,2022,CAR,CAR,Team Level,5on4,51,0.89,0.88,0.87,16609.0,289.21,34.87,26.2,64.44,9.65,176.44,91.41,32.31,34.87,32.31,268.0,135.0,112.0,515.0,31.0,35.0,5.0,45.0,10.0,172.0,110.0,237.0,372.0,16.0,32.0,173.0,19.0,13.0,54.0,291.0,68.0,44.0,7.61,7.89,19.36,8.0,8.0,15.0,515.0,403.0,403.0,4.0,6.87,7.51,7.83,33.91,33.91,31.84,45.05,4.18,2.36,6.28,1.45,14.86,31.86,4.11,4.18,4.11,51.0,10.0,7.0,68.0,4.0,2.0,1.0,6.0,3.0,8.0,38.0,47.0,57.0,12.0,24.0,125.0,57.0,44.0,13.0,44.0,12.0,5.0,1.37,1.41,1.4,0.0,3.0,1.0,68.0,61.0,61.0,12.0,0.52,0.6,0.6,4.11,4.11,4.07
LAK,2022,LAK,LAK,Team Level,other,53,0.43,0.46,0.45,7451.0,91.73,16.77,5.95,16.5,3.01,44.86,38.97,15.82,16.77,15.82,93.0,34.0,43.0,170.0,18.0,6.0,0.0,13.0,5.0,37.0,48.0,75.0,109.0,6.0,12.0,96.0,25.0,10.0,17.0,74.0,35.0,18.0,2.94,4.36,9.47,2.0,7.0,9.0,170.0,127.0,127.0,10.0,1.65,2.25,2.25,16.11,16.11,15.63,113.25,21.81,8.79,19.63,3.72,63.18,36.87,20.2,21.81,20.2,106.0,48.0,46.0,200.0,24.0,10.0,1.0,22.0,6.0,52.0,40.0,82.0,130.0,4.0,10.0,98.0,28.0,20.0,12.0,75.0,53.0,26.0,3.37,6.53,11.92,6.0,6.0,12.0,200.0,154.0,154.0,4.0,2.51,2.73,2.73,21.59,21.59,20.55
LAK,2022,LAK,LAK,Team Level,all,53,0.51,0.51,0.52,193610.0,1707.05,165.69,118.5,393.32,56.03,940.45,680.08,158.9,165.92,159.11,1712.0,643.0,789.0,3144.0,169.0,140.0,22.0,386.0,66.0,783.0,811.0,1543.0,2186.0,206.0,441.0,1599.0,1193.0,266.0,432.0,1694.0,492.0,169.0,49.09,60.18,56.42,50.0,63.0,56.0,3149.43,2355.0,2366.61,293.0,26.18,31.28,31.34,160.47,160.67,156.83,1565.7,159.35,110.69,352.5,50.65,865.18,616.65,152.47,159.74,152.85,1527.0,628.0,871.0,3026.0,182.0,128.0,20.0,340.0,53.0,727.0,725.0,1345.0,1973.0,206.0,444.0,1442.0,1529.0,322.0,376.0,1525.0,483.0,147.0,46.86,59.94,52.55,68.0,61.0,53.0,3032.34,2155.0,2158.32,240.0,24.61,28.51,28.51,155.46,156.09,151.72
LAK,2022,LAK,LAK,Team Level,5on5,53,0.52,0.51,0.53,154507.0,1325.5,114.0,87.32,319.69,43.38,732.21,536.41,109.7,114.24,109.91,1324.0,509.0,618.0,2451.0,106.0,110.0,20.0,312.0,49.0,620.0,636.0,1218.0,1727.0,178.0,382.0,1199.0,1096.0,229.0,355.0,1358.0,366.0,109.0,39.37,44.23,30.4,37.0,43.0,26.0,2456.43,1833.0,1844.61,250.0,18.03,24.72,24.78,107.26,107.46,105.32,1188.52,105.74,80.64,280.2,38.43,650.36,479.63,101.67,106.13,102.05,1143.0,492.0,688.0,2323.0,113.0,94.0,11.0,271.0,38.0,540.0,579.0,1030.0,1522.0,182.0,391.0,1055.0,1418.0,266.0,305.0,1189.0,358.0,88.0,36.33,45.16,24.24,52.0,42.0,19.0,2329.34,1635.0,1638.32,201.0,16.71,18.7,19.14,103.3,103.93,101.67
LAK,2022,LAK,LAK,Team Level,4on5,53,0.13,0.11,0.13,15671.0,36.01,4.4,1.91,4.76,1.09,10.89,23.94,4.38,4.4,4.38,43.0,4.0,5.0,52.0,4.0,1.0,1.0,3.0,0.0,7.0,32.0,39.0,43.0,7.0,14.0,123.0,49.0,23.0,29.0,31.0,8.0,8.0,0.98,1.08,2.34,1.0,1.0,2.0,52.0,47.0,47.0,29.0,0.44,0.47,0.47,4.37,4.37,4.35,225.61,28.29,19.44,47.17,7.33,139.55,72.22,27.14,28.29,27.14,235.0,79.0,128.0,442.0,40.0,23.0,8.0,44.0,8.0,121.0,78.0,195.0,274.0,16.0,32.0,150.0,16.0,6.0,22.0,224.0,61.0,29.0,6.0,6.95,15.34,9.0,9.0,22.0,442.0,314.0,314.0,1.0,4.97,6.77,6.33,26.94,26.94,25.88
LAK,2022,LAK,LAK,Team Level,5on4,53,0.9,0.89,0.87,15981.0,253.8,30.51,23.33,52.37,8.54,152.49,80.76,29.01,30.51,29.01,252.0,96.0,123.0,471.0,41.0,23.0,1.0,58.0,12.0,119.0,95.0,211.0,307.0,15.0,33.0,181.0,23.0,4.0,31.0,231.0,83.0,34.0,5.81,10.5,14.2,10.0,12.0,19.0,471.0,348.0,348.0,4.0,6.06,3.84,3.84,32.73,32.73,31.54,38.31,3.52,1.82,5.49,1.18,12.08,27.92,3.46,3.52,3.46,43.0,9.0,9.0,61.0,5.0,1.0,0.0,3.0,1.0,14.0,28.0,38.0,47.0,4.0,11.0,139.0,67.0,30.0,37.0,37.0,11.0,4.0,1.16,1.3,1.05,1.0,4.0,0.0,61.0,52.0,52.0,34.0,0.42,0.31,0.31,3.63,3.63,3.62
OTT,2022,OTT,OTT,Team Level,other,50,0.52,0.52,0.52,7018.0,100.51,22.91,7.49,15.83,3.14,53.12,34.5,21.43,22.91,21.43,101.0,36.0,38.0,175.0,21.0,9.0,2.0,15.0,3.0,40.0,49.0,80.0,116.0,5.0,13.0,82.0,16.0,14.0,17.0,61.0,46.0,30.0,2.45,5.9,14.56,3.0,4.0,14.0,175.0,137.0,137.0,6.0,2.2,3.2,3.2,21.91,21.91,21.46,90.86,20.88,6.2,16.09,3.03,46.65,31.15,17.53,20.88,17.53,88.0,36.0,38.0,162.0,18.0,8.0,0.0,12.0,4.0,45.0,37.0,70.0,106.0,5.0,13.0,73.0,15.0,16.0,15.0,70.0,22.0,32.0,2.69,2.65,15.55,4.0,3.0,11.0,162.0,124.0,124.0,7.0,1.91,2.85,2.66,20.13,20.13,17.84
OTT,2022,OTT,OTT,Team Level,all,50,0.52,0.52,0.52,181380.0,1711.84,183.41,122.93,385.06,56.59,927.67,667.34,174.61,182.94,174.14,1682.0,661.0,821.0,3164.0,150.0,181.0,17.0,330.0,53.0,801.0,828.0,1532.0,2193.0,211.0,496.0,1515.0,1439.0,335.0,475.0,1577.0,577.0,189.0,46.87,71.13,65.41,36.0,50.0,64.0,3149.97,2343.0,2336.95,299.0,27.65,34.66,34.66,176.39,175.87,171.3,1591.45,170.0,112.65,362.31,52.59,853.51,625.0,160.62,171.66,162.22,1589.0,588.0,747.0,2924.0,159.0,166.0,30.0,341.0,50.0,675.0,786.0,1430.0,2018.0,223.0,532.0,1403.0,1239.0,292.0,477.0,1533.0,438.0,206.0,45.42,53.05,71.52,49.0,48.0,62.0,2958.59,2177.0,2200.9,296.0,25.34,35.64,35.64,159.64,161.04,155.95
OTT,2022,OTT,OTT,Team Level,5on5,50,0.52,0.52,0.52,140435.0,1257.7,113.87,84.33,300.87,41.86,682.78,506.29,109.36,113.4,108.9,1237.0,493.0,641.0,2371.0,80.0,126.0,7.0,264.0,42.0,597.0,621.0,1157.0,1650.0,190.0,448.0,1135.0,1368.0,268.0,372.0,1223.0,411.0,96.0,36.48,50.76,26.63,24.0,36.0,20.0,2356.97,1730.0,1723.95,260.0,17.48,23.83,23.83,107.53,107.0,104.99,1176.44,107.09,78.48,281.31,38.7,628.81,473.67,103.53,108.76,105.14,1173.0,436.0,587.0,2196.0,108.0,109.0,23.0,265.0,37.0,498.0,592.0,1065.0,1501.0,195.0,468.0,1035.0,1142.0,233.0,391.0,1162.0,332.0,115.0,34.99,40.48,31.63,40.0,39.0,29.0,2230.59,1609.0,1632.9,259.0,16.32,22.44,22.66,100.7,102.11,100.47
OTT,2022,OTT,OTT,Team Level,4on5,50,0.12,0.14,0.16,16761.0,49.83,4.74,2.62,7.23,1.72,16.71,35.98,4.73,4.74,4.73,58.0,11.0,8.0,77.0,1.0,2.0,0.0,5.0,2.0,11.0,48.0,57.0,68.0,7.0,14.0,147.0,34.0,37.0,30.0,52.0,8.0,9.0,1.28,1.07,2.4,1.0,0.0,0.0,77.0,69.0,69.0,29.0,0.6,0.44,0.44,4.9,4.9,4.89,270.61,35.92,24.96,57.53,9.07,160.81,83.72,33.7,35.92,33.7,267.0,105.0,113.0,485.0,31.0,42.0,6.0,57.0,8.0,121.0,113.0,236.0,341.0,16.0,32.0,151.0,35.0,11.0,41.0,256.0,66.0,50.0,6.63,7.58,21.7,5.0,5.0,21.0,485.0,372.0,372.0,2.0,6.42,8.31,8.29,34.05,34.05,32.99
OTT,2022,OTT,OTT,Team Level,5on4,50,0.87,0.87,0.85,17166.0,303.79,41.88,28.49,61.12,9.88,175.06,90.56,39.09,41.88,39.09,286.0,121.0,134.0,541.0,48.0,44.0,8.0,46.0,6.0,153.0,110.0,238.0,359.0,9.0,21.0,151.0,21.0,16.0,56.0,241.0,112.0,54.0,6.65,13.4,21.83,8.0,10.0,30.0,541.0,407.0,407.0,4.0,7.36,7.2,7.2,42.05,42.05,39.94,53.53,6.1,3.02,7.39,1.78,17.24,36.46,5.86,6.1,5.86,61.0,11.0,9.0,81.0,2.0,7.0,1.0,7.0,1.0,11.0,44.0,59.0,70.0,7.0,19.0,144.0,47.0,32.0,30.0,45.0,18.0,9.0,1.11,2.33,2.66,0.0,1.0,1.0,81.0,72.0,72.0,28.0,0.69,2.04,2.04,4.75,4.75,4.64
FLA,2022,FLA,FLA,Team Level,other,53,0.44,0.52,0.51,8906.0,115.98,24.88,8.98,20.55,3.95,65.09,35.55,22.54,24.88,22.54,112.0,47.0,69.0,228.0,19.0,17.0,3.0,16.0,6.0,57.0,44.0,93.0,140.0,11.0,25.0,103.0,23.0,13.0,20.0,87.0,35.0,37.0,3.67,4.33,16.88,2.0,3.0,14.0,228.0,159.0,159.0,6.0,2.85,6.66,5.81,21.92,21.92,20.43,111.8,32.29,7.71,19.14,3.76,54.25,32.85,30.55,32.29,30.55,115.0,35.0,57.0,207.0,29.0,15.0,1.0,21.0,3.0,45.0,37.0,86.0,121.0,6.0,15.0,101.0,26.0,14.0,20.0,60.0,41.0,49.0,2.29,5.39,24.61,4.0,6.0,19.0,207.0,150.0,150.0,6.0,2.36,4.69,4.69,29.96,29.96,28.78
